# Generated by python3 scripts/sdk_operation_inventory.py --write
route_id	method	path	surface	authentication	admission	effect	transport	feature_gate	sdk	openapi	mcp	private_no_store
application.telemetry_peers_info_get	GET	/v1/telemetry/peers-info	diagnostic	torii_default	public	read	http	all(app_api,telemetry)	false	true	false	false
application.telemetry_propagation_get	GET	/v1/telemetry/propagation	diagnostic	torii_default	public	read	http	all(app_api,telemetry)	false	false	false	false
application.transactions_history_get	GET	/v1/transactions/history	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
application.transactions_query_post	POST	/v1/transactions/query	public	optional_canonical_account_signature	dataspace_visible	compute	http	feature(app_api)	true	true	false	true
application.transactions_visible_query_post	POST	/v1/transactions/visible/query	public	canonical_account_signature	authenticated_account	compute	http	feature(app_api)	true	true	false	true
application.webhooks_by_id_delete	DELETE	/v1/webhooks/{id}	public	operator_signature	operator	mutation	http	feature(app_api)	true	true	false	true
application.webhooks_get	GET	/v1/webhooks	public	operator_signature	operator	read	http	feature(app_api)	true	true	false	true
application.webhooks_post	POST	/v1/webhooks	public	operator_signature	operator	mutation	http	feature(app_api)	true	true	false	true
application.zk_proof_tags_by_backend_by_hash_get	GET	/v1/zk/proof-tags/{backend}/{hash}	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
asset.holder.list	GET	/v1/assets/{definition_id}/holders	public	optional_canonical_account_signature	dataspace_visible	read	http	feature(app_api)	true	true	true	true
asset.holder.query	POST	/v1/assets/{definition_id}/holders/query	public	optional_canonical_account_signature	dataspace_visible	compute	http	feature(app_api)	true	true	true	true
assets.alias.resolve	POST	/v1/assets/aliases/resolve	public	torii_default	public	read	http	feature(app_api)	true	true	true	false
assets.assets_transfer_post	POST	/v1/assets/transfer	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
blocks.stream_websocket	GET	/v1/blocks/stream	protocol	canonical_account_signature	authenticated_account	stream	websocket	feature(app_api)	false	true	false	true
bridge.finality_attestation.read	GET	/v1/bridge/finality/attestation/{height}	public	torii_default	public	read	http	always	false	true	false	false
bridge.finality_bundle.read	GET	/v1/bridge/finality/bundle/{height}	public	torii_default	public	read	http	always	true	true	true	false
bridge.finality_proof.read	GET	/v1/bridge/finality/{height}	public	torii_default	public	read	http	always	true	true	true	false
connect.session.create	POST	/v1/connect/session	protocol	protocol_handshake	authenticated_protocol_principal	mutation	http	feature(connect)	true	true	false	true
connect.session.delete	DELETE	/v1/connect/session/{sid}	protocol	protocol_handshake	authenticated_protocol_principal	mutation	http	feature(connect)	true	true	false	false
connect.session.status	GET	/v1/connect/status	protocol	protocol_handshake	authenticated_protocol_principal	read	http	feature(connect)	true	true	false	true
connect.status	GET	/v1/connect/status/aggregate	operator	operator_signature	operator	read	http	feature(connect)	true	true	false	true
connect.websocket	GET	/v1/connect/ws	protocol	protocol_handshake	authenticated_protocol_principal	stream	websocket	feature(connect)	true	true	false	false
contracts.account_recovery_approve_post	POST	/v1/accounts/recovery/approve	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
contracts.account_recovery_finalize_post	POST	/v1/accounts/recovery/finalize	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
contracts.account_recovery_policy_set_post	POST	/v1/accounts/recovery/policy/set	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
contracts.account_recovery_propose_post	POST	/v1/accounts/recovery/propose	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
contracts.account_recovery_status_post	POST	/v1/accounts/recovery/status	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
contracts.bridge_messages_post	POST	/v1/bridge/messages	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
contracts.bridge_proofs_submit_post	POST	/v1/bridge/proofs/submit	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
contracts.contracts_aliases_post	POST	/v1/contracts/aliases	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
contracts.contracts_aliases_resolve_post	POST	/v1/contracts/aliases/resolve	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
contracts.contracts_call_batch_prepare_post	POST	/v1/contracts/call/batch/prepare	public	canonical_account_signature	authenticated_account	compute	http	feature(app_api)	true	true	false	true
contracts.contracts_call_multisig_approve_post	POST	/v1/contracts/call/multisig/approve	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
contracts.contracts_call_multisig_propose_post	POST	/v1/contracts/call/multisig/propose	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
contracts.contracts_call_post	POST	/v1/contracts/call	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
contracts.contracts_call_simulate_post	POST	/v1/contracts/call/simulate	public	canonical_account_signature	authenticated_account	compute	http	feature(app_api)	true	true	false	true
contracts.contracts_code_by_code_hash_contract_view_get	GET	/v1/contracts/code/{code_hash}/contract-view	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	false	false	true
contracts.contracts_code_by_code_hash_get	GET	/v1/contracts/code/{code_hash}	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
contracts.contracts_code_by_code_hash_verified_source_jobs_by_job_id_get	GET	/v1/contracts/code/{code_hash}/verified-source-jobs/{job_id}	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	false	false	true
contracts.contracts_code_by_code_hash_verified_source_jobs_post	POST	/v1/contracts/code/{code_hash}/verified-source/jobs	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	false	false	true
contracts.contracts_code_bytes_by_code_hash_get	GET	/v1/contracts/code-bytes/{code_hash}	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
contracts.contracts_deployment_state_post	POST	/v1/contracts/deployment-state	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
contracts.contracts_state_get	GET	/v1/contracts/state	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
contracts.contracts_view_batch_post	POST	/v1/contracts/view/batch	public	canonical_account_signature	authenticated_account	compute	http	feature(app_api)	true	true	false	true
contracts.contracts_view_post	POST	/v1/contracts/view	public	canonical_account_signature	authenticated_account	compute	http	feature(app_api)	true	true	false	true
contracts.controls_asset_transfer_query_post	POST	/v1/controls/asset-transfer/query	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
contracts.events_stream_sse	GET	/v1/contracts/events/sse	protocol	optional_canonical_account_signature	dataspace_visible	stream	sse	feature(app_api)	false	true	false	true
contracts.evidence_audit_get	GET	/v1/evidence/audit	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
contracts.evidence_erasure_post	POST	/v1/evidence/erasure	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
contracts.evidence_legal_hold_by_hold_id_hex_release_post	POST	/v1/evidence/legal-hold/{hold_id_hex}/release	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
contracts.evidence_legal_hold_post	POST	/v1/evidence/legal-hold	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
contracts.evidence_log_by_session_id_hex_post	POST	/v1/evidence/log/{session_id_hex}	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
contracts.evidence_manifest_by_session_id_hex_get	GET	/v1/evidence/manifest/{session_id_hex}	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
contracts.evidence_retention_get	GET	/v1/evidence/retention	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
contracts.evidence_retention_post	POST	/v1/evidence/retention	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
contracts.evidence_segment_by_session_id_hex_get	GET	/v1/evidence/segment/{session_id_hex}	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
contracts.evidence_session_challenge_post	POST	/v1/evidence/session/challenge	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
contracts.evidence_session_post	POST	/v1/evidence/session	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
contracts.evidence_status_get	GET	/v1/evidence/status	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
contracts.evidence_viewer_css_get	GET	/v1/evidence/viewer/app.css	public	unauthenticated	public	read	http	feature(app_api)	false	false	false	false
contracts.evidence_viewer_get	GET	/v1/evidence/viewer	public	unauthenticated	public	read	http	feature(app_api)	false	false	false	false
contracts.evidence_viewer_js_get	GET	/v1/evidence/viewer/app.js	public	unauthenticated	public	read	http	feature(app_api)	false	false	false	false
contracts.mint_requests_by_request_id_get	GET	/v1/mint-requests/{request_id}	public	torii_default	public	read	http	feature(app_api)	true	false	false	false
contracts.mint_requests_get	GET	/v1/mint-requests	public	torii_default	public	read	http	feature(app_api)	true	false	false	false
contracts.multisig_approve_post	POST	/v1/multisig/approve	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
contracts.multisig_cancel_post	POST	/v1/multisig/cancel	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
contracts.multisig_proposals_query_post	POST	/v1/multisig/proposals/query	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
contracts.multisig_proposals_resolve_post	POST	/v1/multisig/proposals/resolve	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
contracts.multisig_propose_post	POST	/v1/multisig/propose	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
contracts.multisig_spec_post	POST	/v1/multisig/spec	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
contracts.sorafs_appeals_finance_deposits_by_escrow_id_hex_get	GET	/v1/sorafs/appeals/finance/deposits/{escrow_id_hex}	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
contracts.sorafs_appeals_finance_deposits_confirm_post	POST	/v1/sorafs/appeals/finance/deposits/confirm	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
contracts.sorafs_appeals_finance_deposits_post	POST	/v1/sorafs/appeals/finance/deposits	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
contracts.sorafs_appeals_finance_deposits_reconcile_post	POST	/v1/sorafs/appeals/finance/deposits/reconcile	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
contracts.sorafs_appeals_finance_deposits_settle_post	POST	/v1/sorafs/appeals/finance/deposits/settle	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
contracts.sorafs_appeals_finance_deposits_submit_settlement_post	POST	/v1/sorafs/appeals/finance/deposits/submit-settlement	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
contracts.sorafs_appeals_finance_disburse_post	POST	/v1/sorafs/appeals/finance/disburse	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
contracts.sorafs_appeals_finance_settle_post	POST	/v1/sorafs/appeals/finance/settle	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
contracts.sorafs_appeals_pricing_config_get	GET	/v1/sorafs/appeals/pricing/config	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
contracts.sorafs_appeals_pricing_quote_post	POST	/v1/sorafs/appeals/pricing/quote	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
contracts.sorafs_appeals_pricing_status_get	GET	/v1/sorafs/appeals/pricing/status	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
contracts.sorafs_audit_repair_appeal_post	POST	/v1/sorafs/audit/repair/appeal	public	canonical_signed_body	authenticated_account	mutation	http	feature(app_api)	true	true	false	false
contracts.sorafs_audit_repair_claim_post	POST	/v1/sorafs/audit/repair/claim	public	canonical_signed_body	authenticated_account	mutation	http	feature(app_api)	true	true	false	false
contracts.sorafs_audit_repair_complete_post	POST	/v1/sorafs/audit/repair/complete	public	canonical_signed_body	authenticated_account	mutation	http	feature(app_api)	true	true	false	false
contracts.sorafs_audit_repair_events_get	GET	/v1/sorafs/audit/repair/events	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
contracts.sorafs_audit_repair_fail_post	POST	/v1/sorafs/audit/repair/fail	public	canonical_signed_body	authenticated_account	mutation	http	feature(app_api)	true	true	false	false
contracts.sorafs_audit_repair_heartbeat_post	POST	/v1/sorafs/audit/repair/heartbeat	public	canonical_signed_body	authenticated_account	mutation	http	feature(app_api)	true	true	false	false
contracts.sorafs_audit_repair_report_post	POST	/v1/sorafs/audit/repair/report	public	canonical_signed_body	authenticated_account	mutation	http	feature(app_api)	true	true	false	false
contracts.sorafs_audit_repair_slash_post	POST	/v1/sorafs/audit/repair/slash	public	canonical_signed_body	authenticated_account	mutation	http	feature(app_api)	true	true	false	false
contracts.sorafs_audit_repair_status_get	GET	/v1/sorafs/audit/repair/status	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
contracts.sorafs_audit_repair_tasks_by_ticket_id_get	GET	/v1/sorafs/audit/repair/tasks/{ticket_id}	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
contracts.sorafs_audit_repair_tasks_get	GET	/v1/sorafs/audit/repair/tasks	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
contracts.sorafs_capacity_declare_post	POST	/v1/sorafs/capacity/declare	public	canonical_signed_body	authenticated_account	mutation	http	feature(app_api)	true	false	false	false
contracts.sorafs_capacity_por_proof_post	POST	/v1/sorafs/capacity/por-proof	operator	operator_signature	operator	mutation	http	feature(app_api)	false	true	false	true
contracts.sorafs_capacity_por_verdict_post	POST	/v1/sorafs/capacity/por-verdict	operator	operator_signature	operator	mutation	http	feature(app_api)	false	true	false	true
contracts.sorafs_capacity_telemetry_post	POST	/v1/sorafs/capacity/telemetry	public	canonical_signed_body	authenticated_account	mutation	http	feature(app_api)	true	false	false	false
contracts.sorafs_gateway_compliance_acknowledge_post	POST	/v1/sorafs/gateway/compliance/acknowledge	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
contracts.sorafs_gateway_compliance_feeds_by_feed_id_get	GET	/v1/sorafs/gateway/compliance/feeds/{feed_id}	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
contracts.sorafs_gateway_compliance_promote_post	POST	/v1/sorafs/gateway/compliance/promote	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
contracts.sorafs_gateway_compliance_rollback_post	POST	/v1/sorafs/gateway/compliance/rollback	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
contracts.sorafs_gateway_compliance_stage_post	POST	/v1/sorafs/gateway/compliance/stage	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
contracts.sorafs_gateway_compliance_status_get	GET	/v1/sorafs/gateway/compliance/status	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
contracts.sorafs_moderation_ballots_activate_post	POST	/v1/sorafs/moderation/ballots/activate	public	canonical_signed_body	authenticated_account	mutation	http	feature(app_api)	true	true	false	false
contracts.sorafs_moderation_ballots_assignments_accept_post	POST	/v1/sorafs/moderation/ballots/assignments/accept	public	canonical_signed_body	authenticated_account	mutation	http	feature(app_api)	true	true	false	false
contracts.sorafs_moderation_ballots_by_case_id_by_round_id_get	GET	/v1/sorafs/moderation/ballots/{case_id}/{round_id}	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
contracts.sorafs_moderation_ballots_by_case_id_by_round_id_no_show_plan_get	GET	/v1/sorafs/moderation/ballots/{case_id}/{round_id}/no-show-plan	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
contracts.sorafs_moderation_ballots_challenges_post	POST	/v1/sorafs/moderation/ballots/challenges	public	canonical_signed_body	authenticated_account	mutation	http	feature(app_api)	true	true	false	false
contracts.sorafs_moderation_ballots_challenges_resolve_post	POST	/v1/sorafs/moderation/ballots/challenges/resolve	public	canonical_signed_body	authenticated_account	mutation	http	feature(app_api)	true	true	false	false
contracts.sorafs_moderation_ballots_commits_post	POST	/v1/sorafs/moderation/ballots/commits	public	canonical_signed_body	authenticated_account	mutation	http	feature(app_api)	true	true	false	false
contracts.sorafs_moderation_ballots_eligibility_post	POST	/v1/sorafs/moderation/ballots/eligibility	public	canonical_signed_body	authenticated_account	mutation	http	feature(app_api)	true	true	false	false
contracts.sorafs_moderation_ballots_events_get	GET	/v1/sorafs/moderation/ballots/events	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
contracts.sorafs_moderation_ballots_get	GET	/v1/sorafs/moderation/ballots	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
contracts.sorafs_moderation_ballots_post	POST	/v1/sorafs/moderation/ballots	public	canonical_signed_body	authenticated_account	mutation	http	feature(app_api)	true	true	false	false
contracts.sorafs_moderation_ballots_reveals_post	POST	/v1/sorafs/moderation/ballots/reveals	public	canonical_signed_body	authenticated_account	mutation	http	feature(app_api)	true	true	false	false
contracts.sorafs_moderation_ballots_sortition_post	POST	/v1/sorafs/moderation/ballots/sortition	public	canonical_signed_body	authenticated_account	mutation	http	feature(app_api)	true	true	false	false
contracts.sorafs_moderation_ballots_tally_post	POST	/v1/sorafs/moderation/ballots/tally	public	canonical_signed_body	authenticated_account	mutation	http	feature(app_api)	true	true	false	false
contracts.sorafs_moderation_dead_letters_apply_post	POST	/v1/sorafs/moderation/dead-letters/apply	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
contracts.sorafs_moderation_dead_letters_prepare_post	POST	/v1/sorafs/moderation/dead-letters/prepare	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
contracts.sorafs_moderation_model_registry_corpora_post	POST	/v1/sorafs/moderation/model-registry/corpora	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
contracts.sorafs_moderation_model_registry_get	GET	/v1/sorafs/moderation/model-registry	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
contracts.sorafs_moderation_model_registry_repro_manifests_post	POST	/v1/sorafs/moderation/model-registry/repro-manifests	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
contracts.sorafs_moderation_quarantine_by_quarantine_id_hex_appeal_handoff_post	POST	/v1/sorafs/moderation/quarantine/{quarantine_id_hex}/appeal-handoff	public	canonical_account_signature	authenticated_account	compute	http	feature(app_api)	true	true	false	true
contracts.sorafs_moderation_quarantine_by_quarantine_id_hex_object_get	GET	/v1/sorafs/moderation/quarantine/{quarantine_id_hex}/object	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
contracts.sorafs_moderation_quarantine_by_quarantine_id_hex_object_post	POST	/v1/sorafs/moderation/quarantine/{quarantine_id_hex}/object	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
contracts.sorafs_moderation_quarantine_by_quarantine_id_hex_operator_panel_get	GET	/v1/sorafs/moderation/quarantine/{quarantine_id_hex}/operator-panel	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	true	false	true
contracts.sorafs_moderation_quarantine_by_quarantine_id_hex_release_post	POST	/v1/sorafs/moderation/quarantine/{quarantine_id_hex}/release	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
contracts.sorafs_moderation_quarantine_by_quarantine_id_hex_review_post	POST	/v1/sorafs/moderation/quarantine/{quarantine_id_hex}/review	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
contracts.sorafs_moderation_quarantine_get	GET	/v1/sorafs/moderation/quarantine	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
contracts.sorafs_moderation_screening_results_get	GET	/v1/sorafs/moderation/screening-results	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
contracts.sorafs_moderation_screening_results_post	POST	/v1/sorafs/moderation/screening-results	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	false	true
contracts.sorafs_orderbook_book_get	GET	/v1/sorafs/orderbook/book	public	torii_default	public	read	http	feature(app_api)	true	false	false	false
contracts.sorafs_orderbook_cancel_post	POST	/v1/sorafs/orderbook/cancel	public	canonical_signed_body	authenticated_account	mutation	http	feature(app_api)	true	false	false	false
contracts.sorafs_orderbook_channels_get	GET	/v1/sorafs/orderbook/channels	public	torii_default	public	read	http	feature(app_api)	true	false	false	false
contracts.sorafs_orderbook_events_get	GET	/v1/sorafs/orderbook/events	public	torii_default	public	read	http	feature(app_api)	true	false	false	false
contracts.sorafs_orderbook_events_stream_get	GET	/v1/sorafs/orderbook/events/stream	protocol	canonical_account_signature	authenticated_account	stream	sse	feature(app_api)	false	false	false	true
contracts.sorafs_orderbook_events_ws_get	GET	/v1/sorafs/orderbook/events/ws	protocol	canonical_account_signature	authenticated_account	stream	websocket	feature(app_api)	false	false	false	true
contracts.sorafs_orderbook_orders_post	POST	/v1/sorafs/orderbook/orders	public	canonical_signed_body	authenticated_account	mutation	http	feature(app_api)	true	false	false	false
contracts.sorafs_orderbook_receipts_get	GET	/v1/sorafs/orderbook/receipts	public	torii_default	public	read	http	feature(app_api)	true	false	false	false
contracts.sorafs_orderbook_receipts_post	POST	/v1/sorafs/orderbook/receipts	public	canonical_signed_body	authenticated_account	mutation	http	feature(app_api)	true	false	false	false
contracts.sorafs_orderbook_trades_get	GET	/v1/sorafs/orderbook/trades	public	torii_default	public	read	http	feature(app_api)	true	false	false	false
contracts.sorafs_por_export_get	GET	/v1/sorafs/por/export	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
contracts.sorafs_por_ingestion_by_manifest_digest_hex_get	GET	/v1/sorafs/por/ingestion/{manifest_digest_hex}	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
contracts.sorafs_por_report_by_iso_week_get	GET	/v1/sorafs/por/report/{iso_week}	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
contracts.sorafs_por_status_get	GET	/v1/sorafs/por/status	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
contracts.sorafs_por_vrf_post	POST	/v1/sorafs/por/vrf	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	false	false	true
contracts.sorafs_reserve_appeals_by_appeal_id_hex_decision_post	POST	/v1/sorafs/reserve/appeals/{appeal_id_hex}/decision	public	canonical_signed_body	authenticated_account	mutation	http	feature(app_api)	true	false	false	false
contracts.sorafs_reserve_appeals_by_appeal_id_hex_get	GET	/v1/sorafs/reserve/appeals/{appeal_id_hex}	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	false	false	true
contracts.sorafs_reserve_appeals_get	GET	/v1/sorafs/reserve/appeals	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	false	false	true
contracts.sorafs_reserve_appeals_post	POST	/v1/sorafs/reserve/appeals	public	canonical_signed_body	authenticated_account	mutation	http	feature(app_api)	true	false	false	false
contracts.sorafs_reserve_credit_draw_post	POST	/v1/sorafs/reserve/credit/draw	public	canonical_signed_body	authenticated_account	mutation	http	feature(app_api)	true	false	false	false
contracts.sorafs_reserve_credit_repay_post	POST	/v1/sorafs/reserve/credit/repay	public	canonical_signed_body	authenticated_account	mutation	http	feature(app_api)	true	false	false	false
contracts.sorafs_reserve_events_get	GET	/v1/sorafs/reserve/events	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	false	false	true
contracts.sorafs_reserve_events_stream_get	GET	/v1/sorafs/reserve/events/stream	protocol	canonical_account_signature	authenticated_account	stream	sse	feature(app_api)	false	false	false	true
contracts.sorafs_reserve_events_ws_get	GET	/v1/sorafs/reserve/events/ws	protocol	canonical_account_signature	authenticated_account	stream	websocket	feature(app_api)	false	false	false	true
contracts.sorafs_reserve_movements_by_movement_id_hex_decision_post	POST	/v1/sorafs/reserve/movements/{movement_id_hex}/decision	public	canonical_signed_body	authenticated_account	mutation	http	feature(app_api)	true	false	false	false
contracts.sorafs_reserve_movements_by_movement_id_hex_get	GET	/v1/sorafs/reserve/movements/{movement_id_hex}	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	false	false	true
contracts.sorafs_reserve_movements_get	GET	/v1/sorafs/reserve/movements	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	false	false	true
contracts.sorafs_reserve_policy_get	GET	/v1/sorafs/reserve/policy	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	false	false	true
contracts.sorafs_reserve_providers_by_provider_id_hex_get	GET	/v1/sorafs/reserve/providers/{provider_id_hex}	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	false	false	true
contracts.sorafs_reserve_providers_get	GET	/v1/sorafs/reserve/providers	public	canonical_account_signature	authenticated_account	read	http	feature(app_api)	true	false	false	true
contracts.sorafs_reserve_top_up_post	POST	/v1/sorafs/reserve/top-up	public	canonical_signed_body	authenticated_account	mutation	http	feature(app_api)	true	false	false	false
contracts.sorafs_reserve_withdraw_post	POST	/v1/sorafs/reserve/withdraw	public	canonical_signed_body	authenticated_account	mutation	http	feature(app_api)	true	false	false	false
contracts.zk_proof_by_backend_by_hash_get	GET	/v1/zk/proof/{backend}/{hash}	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
contracts.zk_proofs_count_get	GET	/v1/zk/proofs/count	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
contracts.zk_proofs_get	GET	/v1/zk/proofs	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
contracts.zk_vk_by_backend_by_name_get	GET	/v1/zk/vk/{backend}/{name}	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
contracts.zk_vk_get	GET	/v1/zk/vk	public	torii_default	public	read	http	feature(app_api)	true	true	false	false
contracts.zk_vk_register_post	POST	/v1/zk/vk/register	public	canonical_account_signature	authenticated_account	compute	http	feature(app_api)	true	false	false	true
contracts.zk_vk_update_post	POST	/v1/zk/vk/update	public	canonical_account_signature	authenticated_account	compute	http	feature(app_api)	true	false	false	true
core.api_version	GET	/v1/api/version	public	torii_default	public	read	http	always	true	true	true	false
core.peers	GET	/v1/peers	operator	operator_signature	operator	read	http	always	true	true	false	true
data_availability.commitment.list	POST	/v1/da/commitments	public	torii_default	public	read	http	always	true	true	true	false
data_availability.commitment.prove	POST	/v1/da/commitments/prove	public	canonical_account_signature	authenticated_account	compute	http	always	true	true	true	true
data_availability.commitment.verify	POST	/v1/da/commitments/verify	public	canonical_account_signature	authenticated_account	compute	http	always	true	true	true	true
data_availability.ingest	POST	/v1/da/ingest	public	canonical_account_signature	authenticated_account	mutation	http	feature(app_api)	true	true	true	true
data_availability.manifest.read	GET	/v1/da/manifests/{ticket}	public	torii_default	public	read	http	feature(app_api)	true	true	true	false
data_availability.pin_intent.list	POST	/v1/da/pin-intents	public	torii_default	public	read	http	always	true	true	true	false
data_availability.pin_intent.prove	POST	/v1/da/pin-intents/prove	public	canonical_account_signature	authenticated_account	compute	http	always	true	true	true	true
data_availability.pin_intent.verify	POST	/v1/da/pin-intents/verify	public	canonical_account_signature	authenticated_account	compute	http	always	true	true	true	true
data_availability.proof_policy.list	GET	/v1/da/proof-policies	public	torii_default	public	read	http	always	true	true	true	false
data_availability.proof_policy.snapshot	GET	/v1/da/proof-policies/snapshot	public	torii_default	public	read	http	always	true	true	true	false
diagnostic.cpu_profile	GET	/debug/pprof/profile	diagnostic	operator_signature	operator	compute	http	feature(profiling)	false	true	false	true
diagnostic.metrics	GET	/metrics	diagnostic	unauthenticated	public	read	http	feature(telemetry)	false	true	false	false
diagnostic.status	GET	/status	diagnostic	unauthenticated	public	read	http	feature(telemetry)	false	true	false	false
